852	479
852	470
852	461
852	451
852	442
852	432
852	423
852	413
852	404
852	394
852	385
852	375
852	365
852	356
852	346
852	337
852	327
852	318
852	308
852	299
852	289
852	280
852	270
852	260
852	251
852	241
852	232
852	222
852	213
852	203
852	194
852	184
852	175
852	165
852	155
852	146
852	136
852	127
852	117
852	108
852	98
852	89
852	79
852	70
852	60
852	51
852	41
852	31
852	22
852	12
852	3
844	3
834	3
825	3
816	3
806	3
797	3
788	3
778	3
769	3
760	3
750	3
741	3
732	3
722	3
713	3
704	3
694	3
685	3
676	3
666	3
657	3
648	3
638	3
629	3
620	3
610	3
601	3
592	3
582	3
573	3
564	3
554	3
545	3
536	3
527	3
517	3
508	3
499	3
489	3
480	3
471	3
461	3
452	3
443	3
433	3
424	3
415	3
405	3
396	3
387	3
377	3
368	3
359	3
349	3
340	3
331	3
321	3
312	3
303	3
293	3
284	3
275	3
265	3
256	3
247	3
237	3
228	3
219	3
209	3
200	3
191	3
181	3
172	3
163	3
153	3
144	3
135	3
125	3
116	3
107	3
97	3
88	3
79	3
69	3
60	3
51	3
41	3
32	3
23	3
13	3
4	3
4	12
4	22
4	31
4	41
4	51
4	60
4	70
4	79
4	89
4	98
4	108
4	117
4	127
4	136
4	146
4	155
4	165
4	175
4	184
4	194
4	203
4	213
4	222
4	232
4	241
4	251
4	260
4	270
4	280
4	289
4	299
4	308
4	318
4	327
4	337
4	346
4	356
4	365
4	375
4	385
4	394
4	404
4	413
4	423
4	432
4	442
4	451
4	461
4	470
4	479
4	479
13	479
23	479
32	479
41	479
51	479
60	479
69	479
79	479
88	479
97	479
107	479
116	479
125	479
135	479
144	479
153	479
163	479
172	479
181	479
191	479
200	479
209	479
219	479
228	479
237	479
247	479
256	479
265	479
275	479
284	479
293	479
303	479
312	479
321	479
331	479
340	479
349	479
359	479
368	479
377	479
387	479
396	479
405	479
415	479
424	479
433	479
443	479
452	479
461	479
471	479
480	479
489	479
499	479
508	479
517	479
527	479
536	479
545	479
554	479
564	479
573	479
582	479
592	479
601	479
610	479
620	479
629	479
638	479
648	479
657	479
666	479
676	479
685	479
694	479
704	479
713	479
722	479
732	479
741	479
750	479
760	479
769	479
778	479
788	479
797	479
806	479
816	479
825	479
834	479
844	479
852	479
