852	479
852	472
852	464
852	455
852	447
852	439
852	431
852	423
852	414
852	406
852	398
852	390
852	382
852	373
852	365
852	357
852	349
852	341
852	332
852	324
852	316
852	308
852	300
852	291
852	283
852	275
852	267
852	259
852	250
852	242
852	234
852	226
852	218
852	209
852	201
852	193
852	185
852	177
852	168
852	160
852	152
852	144
852	136
852	127
852	119
852	111
852	103
852	95
852	86
852	78
852	70
852	62
852	53
852	45
852	37
852	29
852	21
852	12
852	4
844	4
835	4
826	4
816	4
807	4
798	4
789	4
780	4
771	4
762	4
753	4
743	4
734	4
725	4
716	4
707	4
698	4
689	4
680	4
670	4
661	4
652	4
643	4
634	4
625	4
616	4
606	4
597	4
588	4
579	4
570	4
561	4
552	4
543	4
533	4
524	4
515	4
506	4
497	4
488	4
479	4
470	4
460	4
451	4
442	4
433	4
424	4
415	4
406	4
396	4
387	4
378	4
369	4
360	4
351	4
342	4
333	4
323	4
314	4
305	4
296	4
287	4
278	4
269	4
260	4
250	4
241	4
232	4
223	4
214	4
205	4
196	4
186	4
177	4
168	4
159	4
150	4
141	4
132	4
123	4
113	4
104	4
95	4
86	4
77	4
68	4
59	4
49	4
40	4
31	4
22	4
13	4
4	4
4	12
4	21
4	29
4	37
4	45
4	53
4	62
4	70
4	78
4	86
4	95
4	103
4	111
4	119
4	127
4	136
4	144
4	152
4	160
4	168
4	177
4	185
4	193
4	201
4	209
4	218
4	226
4	234
4	242
4	250
4	259
4	267
4	275
4	283
4	291
4	300
4	308
4	316
4	324
4	332
4	341
4	349
4	357
4	365
4	373
4	382
4	390
4	398
4	406
4	414
4	423
4	431
4	439
4	447
4	455
4	464
4	472
4	479
4	479
13	479
22	479
31	479
40	479
49	479
59	479
68	479
77	479
86	479
95	479
104	479
113	479
123	479
132	479
141	479
150	479
159	479
168	479
177	479
186	479
196	479
205	479
214	479
223	479
232	479
241	479
250	479
260	479
269	479
278	479
287	479
296	479
305	479
314	479
323	479
333	479
342	479
351	479
360	479
369	479
378	479
387	479
396	479
406	479
415	479
424	479
433	479
442	479
451	479
460	479
470	479
479	479
488	479
497	479
506	479
515	479
524	479
533	479
543	479
552	479
561	479
570	479
579	479
588	479
597	479
606	479
616	479
625	479
634	479
643	479
652	479
661	479
670	479
680	479
689	479
698	479
707	479
716	479
725	479
734	479
743	479
753	479
762	479
771	479
780	479
789	479
798	479
807	479
816	479
